Rank,OG_Index,Word,Score
13766,4600,faught,3.6
13767,5289,attendees,3.6
13768,15503,big businessman,3.6
13769,25360,familiarised,3.6
13770,21722,fosterage,3.6
13771,332,really,3.6
13772,26151,choler,3.6
13773,13727,diskshaped,3.6
13774,22741,acoustically,3.6
13775,8974,granting,3.6
13776,9551,earths,3.6
13777,2861,disarray,3.6
13778,11149,validation,3.6
13779,5851,deidre,3.6
13780,27770,focalise,3.6
13781,6958,instantly,3.6
13782,16424,readiness,3.6
13783,24469,braggadocio,3.6
13784,12731,bug out,3.6
13785,24770,ictus,3.6
13786,13102,tattle,3.6
13787,12207,reactive,3.6
13788,9223,inability,3.6
13789,14594,catchers,3.6
13790,11260,hurriedly,3.6
13791,5959,tisoy,3.6
13792,14244,intimidation,3.6
13793,19803,strangulation,3.6
13794,13360,armor,3.6
13795,27882,toxicant,3.6
13796,20140,disfavor,3.6
13797,4828,julian,3.6
13798,21147,field of operations,3.6
13799,21206,phonograph,3.6
13800,1572,clear,3.6
13801,4181,daresay,3.6
13802,12112,confederate,3.6
13803,9690,fortunate,3.6
13804,22374,characterisation,3.6
13805,25537,circumvolve,3.6
13806,14015,sluice,3.6
13807,4182,iirc,3.6
13808,6612,angustia,3.6
13809,23898,incapacitated,3.6
13810,13644,felt up,3.6
13811,22605,decomposition reaction,3.6
13812,16407,communications,3.6
13813,5692,mathematician,3.6
13814,13377,faded,3.6
13815,22478,scouts,3.6
13816,9375,drinking chocolate,3.6
13817,3170,baked,3.6
13818,27354,sexual relation,3.6
13819,24152,uncontrollable,3.6
13820,11652,dreamy,3.6
13821,27193,clamorously,3.6
13822,5722,dimwit,3.6
13823,6509,skateboarder,3.6
13824,16739,stagecoach,3.6
13825,472,wants,3.6
13826,2554,ugly,3.6
13827,739,within,3.6
13828,1333,sick,3.6
13829,3869,insulting,3.6
13830,1829,fail,3.6
13831,1749,happened,3.6
13832,706,changes,3.6
13833,3671,prize,3.6
13834,27128,bemusement,3.6
13835,15637,birdsong,3.6
13836,14391,auditory modality,3.6
13837,12380,fourth dimension,3.6
13838,25604,underemphasis,3.6
13839,7415,superior general,3.6
13840,24368,repulsive force,3.6
13841,12756,the great unwashed,3.6
13842,4692,stfu,3.6
13843,1013,book,3.6
13844,19450,egyptologist,3.6
13845,28148,sporting lady,3.6
13846,7729,england,3.6
13847,23282,aerophilic,3.6
13848,4618,stood,3.6
13849,14008,st peter,3.6
13850,10969,ticker,3.6
13851,20108,putting surface,3.6
13852,19546,construed,3.6
13853,5196,lawsuit,3.6
13854,25541,attracter,3.6
13855,27889,honeybees,3.6
13856,2731,testify,3.6
13857,381,whole,3.6
13858,2988,distributed,3.6
13859,8747,untrue,3.6
13860,2946,arrange,3.6
13861,22146,countermand,3.6
13862,26526,disseminates,3.6
13863,21281,span,3.6
13864,26045,envelopment,3.6
13865,15004,impeccant,3.6
13866,5201,solicitors,3.6
13867,18017,utopia,3.6
13868,22134,perverted,3.6
13869,26162,big dipper,3.6
13870,11151,cogent evidence,3.6
13871,20833,experimentation,3.6
13872,19442,exodus,3.6
13873,3270,whitish,3.6
13874,5271,convict,3.6
13875,21666,glamour,3.6
13876,11183,encircle,3.6
13877,28231,imperial beard,3.6
13878,544,looking,3.6
13879,15265,defraud,3.6
13880,18577,encyclopaedism,3.6
13881,8600,some other,3.6
13882,5953,安静に,3.6
13883,24728,kiln,3.6
13884,21604,nauseating,3.6
13885,21144,dramaturgy,3.6
13886,16402,precedes,3.6
13887,6419,wreck,3.6
13888,10672,connector,3.6
13889,278,every,3.6
13890,12290,sandbank,3.6
13891,3528,civil,3.6
13892,6516,السحاق,3.6
13893,10777,pile,3.6
13894,6800,dj,3.6
13895,22948,obligate,3.6
13896,12417,rack,3.6
13897,11306,elliptical,3.6
13898,16737,microscope stage,3.6
13899,13148,forrard,3.6
13900,20352,intersperse,3.6
13901,5695,scientist,3.6
13902,21657,vitamin b complex,3.6
13903,19763,delighting,3.6
13904,20640,buoy up,3.6
13905,15460,shut down,3.6
13906,4064,definatly,3.6
13907,16793,despot,3.6
13908,16799,stethoscope,3.6
13909,1765,light,3.6
13910,27713,tripe,3.6
13911,15821,emblematic,3.6
13912,12828,transliterated,3.6
13913,12841,narcotic,3.6
13914,25068,constantine,3.6
13915,11745,abrading,3.6
13916,6777,tracks,3.6
13917,4711,taught,3.6
13918,17321,laos,3.6
13919,2665,due,3.6
13920,5624,vid,3.6
13921,26409,dependency,3.6
13922,6898,narrative,3.6
13923,7250,contained,3.6
13924,24934,duct,3.6
13925,6506,motorist,3.6
13926,6159,csuite,3.6
13927,6011,thicko,3.6
13928,25802,perambulation,3.6
13929,22255,headband,3.6
13930,22939,sapidity,3.6
13931,20467,legalize,3.6
13932,27898,heroine,3.6
13933,15938,intellectual nourishment,3.6
13934,4167,kickd,3.6
13935,27757,ripple,3.6
13936,5808,runabout,3.6
13937,22756,interchanged,3.6
13938,22425,compounded,3.6
13939,15105,rundle,3.6
13940,15078,chemical formula,3.6
13941,9562,overly,3.6
13942,18006,at heart,3.6
13943,5081,announce,3.6
13944,18998,fitted,3.6
13945,28143,orgiastic,3.6
13946,5279,jodi,3.6
13947,5152,disliking,3.6
13948,25001,correctitude,3.6
13949,5057,realise,3.6
13950,25229,subterraneous,3.6
13951,26754,cringe,3.6
13952,400,need,3.6
13953,10365,shock,3.6
13954,4238,arrests,3.6
13955,24517,elia,3.6
13956,5826,nقصدي,3.6
13957,12054,maine,3.6
13958,6938,shoving,3.6
13959,13755,st bridget,3.6
13960,5204,prosecution,3.6
13961,1362,boys,3.6
13962,12839,ardently,3.6
13963,23846,abandoned,3.6
13964,17133,transitory,3.6
13965,22051,exonerative,3.6
13966,825,saddle,3.6
13967,19010,truss,3.6
13968,24607,accounted,3.6
13969,18796,get by,3.6
13970,18200,vi,3.6
13971,26041,transferrable,3.6
13972,12642,concomitant,3.6
13973,21145,theatre,3.6
13974,6058,spirits,3.6
13975,11606,unpredictably,3.6
13976,9230,unresponsive,3.6
13977,13369,overfamiliar,3.6
13978,11900,potential,3.6
13979,5962,rumanah,3.6
13980,5272,felon,3.6
13981,20310,intruder,3.6
13982,26623,administrative official,3.6
13983,3865,subtweeting,3.6
13984,20724,cattleman,3.6
13985,118,never,3.6
13986,4294,discount,3.6
13987,15871,unbend,3.6
13988,12562,brilliance,3.6
13989,14164,ballot,3.6
13990,5517,colors,3.6
13991,25320,leonhard euler,3.6
13992,23816,human elbow,3.6
13993,8942,contrast,3.6
13994,27664,garden pink,3.6
13995,5438,integrity,3.6
13996,10841,fraud,3.6
13997,26437,nightwalker,3.6
13998,20515,staining,3.6
13999,26441,victorious,3.6
14000,5185,jodiarias,3.6
14001,12897,optimize,3.6
14002,19187,eec,3.6
14003,9238,inhuman,3.6
14004,11284,festinate,3.6
14005,22805,yak,3.6
14006,27685,implant,3.6
14007,11225,bighearted,3.6
14008,6909,biochem,3.6
14009,22132,ambit,3.6
14010,8852,achievements,3.6
14011,25679,buttock,3.6
14012,5828,لاحظتي,3.6
14013,25275,vagabond,3.6
14014,15495,male monarch,3.6
14015,22821,chilliness,3.6
14016,18735,sneezing,3.6
14017,15623,exhaustively,3.6
14018,25538,splay,3.6
14019,4691,quit,3.6
14020,6608,cansancio,3.6
14021,7585,for certain,3.6
14022,5804,workhouse,3.6
14023,25631,veteran,3.6
14024,25386,transmigrate,3.6
14025,9582,expectant,3.6
14026,18884,immoderate,3.6
14027,2778,outfit,3.6
14028,4242,acquires,3.6
14029,24000,laxation,3.6
14030,22178,recondite,3.6
14031,2930,tributary,3.6
14032,5667,pluralism,3.6
14033,15504,business leader,3.6
14034,10963,contractions,3.6
14035,12972,signboard,3.6
14036,3188,submissive,3.6
14037,5874,researcher,3.6
14038,12816,presented,3.6
14039,16502,animateness,3.6
14040,16429,scored,3.6
14041,9674,equivocal,3.6
14042,6518,pedestrians,3.6
14043,13203,treasury,3.6
14044,4859,twitt,3.6
14045,26202,treasury obligations,3.6
14046,5317,nicky,3.6
14047,6748,creatives,3.6
14048,18023,onetime,3.6
14049,3064,goes,3.6
14050,25198,brainteaser,3.6
14051,12814,enigma,3.6
14052,8666,stimulus,3.6
14053,15182,president clinton,3.6
14054,5480,fatigue,3.6
14055,23361,cheesed off,3.6
14056,28146,harlot,3.6
14057,13851,skeleton,3.6
14058,18505,unbelieving,3.6
14059,26687,cannabis sativa,3.6
14060,16826,open fire,3.6
14061,23136,slackness,3.6
14062,10395,school principal,3.6
14063,24593,hoe,3.6
14064,23284,hoagie,3.6
14065,19007,township,3.6
14066,1790,data,3.6
14067,5896,affable,3.6
14068,27711,codswallop,3.6
14069,22465,spider,3.6
14070,28046,depicting,3.6
14071,23850,shooter,3.6
14072,24514,physiologic,3.6
14073,26064,wild ox,3.6
14074,24253,brassica napus,3.6
14075,21655,b vitamin,3.6
14076,25419,boater,3.6
14077,8188,nutritional,3.6
14078,7842,produced,3.6
14079,6530,manhunt,3.6
14080,5775,kneejerk,3.6
14081,4813,yt,3.6
14082,22028,ejection,3.6
14083,25713,pureblooded,3.6
14084,24935,lined,3.6
14085,7658,travelling,3.6
14086,10159,pennsylvania,3.6
14087,18366,young person,3.6
14088,14181,flourished,3.6
14089,5276,nurmi,3.6
14090,18771,japery,3.6
14091,3704,photograph,3.6
14092,15330,morphological,3.6
14093,13264,blasted,3.6
14094,10080,hairline,3.6
14095,24293,thievishness,3.6
14096,20277,archery,3.6
14097,7002,strangle,3.6
14098,19272,prison house,3.6
14099,12885,net profit,3.6
14100,22334,shrilly,3.6
14101,18801,make do,3.6
14102,15499,baron,3.6
14103,11950,dis,3.6
14104,3088,cover,3.6
14105,5889,wellnigh,3.6
14106,5979,fucktard,3.6
14107,5343,helplessness,3.6
14108,18384,advisers,3.6
14109,24613,greek valerian,3.6
14110,24650,old stager,3.6
14111,6030,organizations,3.6
14112,10670,connectedness,3.6
14113,13176,song dynasty,3.6
14114,13376,shopworn,3.6
14115,20282,perforate,3.6
14116,8217,quarters,3.6
14117,26416,gumptious,3.6
14118,19333,flirt,3.6
14119,5639,theorist,3.6
14120,26671,bergson,3.6
14121,18582,typecast,3.6
14122,12732,bulge out,3.6
14123,491,bearing,3.6
14124,5772,disingenuous,3.6
14125,15329,minimal,3.6
14126,7476,interlocking,3.6
14127,22289,inducing,3.6
14128,20733,cowpoke,3.6
14129,26742,automated teller machine,3.6
14130,16308,smarting,3.6
14131,8980,kashmir,3.6
14132,1987,alcohol,3.6
14133,23223,stochastic variable,3.6
14134,23852,marbles,3.6
14135,6609,felicidad,3.6
14136,22469,fangs,3.6
14137,25354,streaming,3.6
14138,5832,incontinent,3.6
14139,15199,rot,3.6
14140,4215,recognizing,3.6
14141,24416,finch,3.6
14142,20079,jingoistic,3.6
14143,11384,logos,3.6
14144,4063,deffinetly,3.6
14145,18638,invokes,3.6
14146,4837,gallery,3.6
14147,12226,hardens,3.6
14148,22676,chaotic,3.6
14149,26464,helterskelter,3.6
14150,10384,proponent,3.6
14151,6259,nascent,3.6
14152,22615,turnover rate,3.6
14153,4254,launches,3.6
14154,24606,danish,3.6
14155,5285,participant,3.6
14156,17558,unfitting,3.6
14157,12833,yahve,3.6
14158,26224,aborigine,3.6
14159,5818,chauvinism,3.6
14160,27692,clout nail,3.6
14161,21362,electrodes,3.6
14162,8989,receivers,3.6
14163,10736,conscious,3.6
14164,15413,verbalize,3.6
14165,17595,french republic,3.6
14166,14004,catholics,3.6
14167,10584,shoulders,3.6
14168,15321,seller,3.6
14169,11768,harass,3.6
14170,9686,presaging,3.6
14171,5939,nyarekan,3.6
14172,12835,yahwe,3.6
14173,5187,attorneys,3.6
14174,28197,fattened,3.6
14175,11396,attest,3.6
14176,13939,wantonly,3.6
14177,23199,delimitate,3.6
14178,14154,erectile,3.6
14179,25801,mosey,3.6
14180,25183,moral sense,3.6
14181,27126,bafflement,3.6
14182,3034,flat,3.6
14183,24723,restricts,3.6
14184,3261,trade,3.6
14185,14911,leaflike,3.6
14186,6665,junk,3.6
14187,1602,artists,3.6
14188,1380,felt,3.6
14189,2037,costs,3.6
14190,858,getting,3.6
14191,797,chocolate,3.6
14192,474,famous,3.6
14193,1243,realize,3.6
14194,911,prove,3.6
14195,1421,according,3.6
14196,19845,measurable,3.6
14197,5080,midfielder,3.6
14198,12813,baffles,3.6
14199,25608,ignition interlock,3.6
14200,13261,lapse,3.6
14201,22743,calumniatory,3.6
14202,8618,angles,3.6
14203,28173,mae west,3.6
14204,16306,uninterested,3.6
14205,10874,submitted,3.6
14206,5178,jurors,3.6
14207,19893,aimlessly,3.6
14208,185,last,3.6
14209,21088,national security agency,3.6
14210,5878,consultant,3.6
14211,19330,coquet,3.6
14212,321,extreme,3.6
14213,5802,exhortation,3.6
14214,18708,drawing card,3.6
14215,19495,transcend,3.6
14216,5893,unorganized,3.6
14217,7725,comedian,3.6
14218,11146,substantiation,3.6
14219,27844,amative,3.6
14220,16166,tcpip,3.6
14221,21455,unnumberable,3.6
14222,28082,sensationalistic,3.6
14223,21081,paleness,3.6
14224,17903,comprise,3.6
14225,16693,hex,3.6
14226,6168,cinegram,3.6
14227,25422,skimmer,3.6
14228,18857,pairing,3.6
14229,3722,meretricious,3.6
14230,4293,purchase,3.6
14231,21296,enrichment,3.6
14232,26847,incendiarism,3.6
14233,20586,saliva,3.6
14234,24999,untangle,3.6
14235,8476,distances,3.6
14236,27040,flying field,3.6
14237,10396,corpus,3.6
14238,22790,expurgate,3.6
14239,5049,realising,3.6
14240,22250,fillet,3.6
14241,7439,limited,3.6
14242,11957,presides,3.6
14243,8843,hold out,3.6
14244,28056,vagabondage,3.6
14245,8019,upper,3.6
14246,21990,doctrines,3.6
14247,15894,rigor,3.6
14248,4585,honestly,3.6
14249,4736,fb,3.6
14250,23222,random variable,3.6
14251,26061,to wit,3.6
14252,19280,wed,3.6
14253,15031,roughcut,3.6
14254,10129,scottish,3.6
14255,19981,query,3.6
14256,9217,coldness,3.6
14257,1203,interest,3.6
14258,6776,cds,3.6
14259,5688,villainous,3.6
14260,27377,stoppedup,3.6
14261,4693,stopped,3.6
14262,16570,lavatories,3.6
14263,14933,woodland,3.6
14264,28058,virgin birth,3.6
14265,25428,bluejacket,3.6
14266,22254,tenderloin,3.6
14267,9946,partners,3.6
14268,10977,spunk,3.6
14269,27775,saltwater,3.6
14270,26586,jurywoman,3.6
14271,25834,permutation,3.6
14272,6071,implementation,3.6
14273,19661,bugger off,3.6
14274,27084,axles,3.6
14275,256,find,3.6
14276,15457,close down,3.6
14277,8304,dec,3.6
14278,4108,finessed,3.6
14279,19434,feel for,3.6
14280,11176,converter,3.6
14281,4195,forasmuch,3.6
14282,10613,call for,3.6
14283,17322,log zs,3.6
14284,9226,low temperature,3.6
14285,23549,seance,3.6
14286,23737,imbue,3.6
14287,3734,travels,3.6
14288,15185,hilary rodham clinton,3.6
14289,23078,gable,3.6
14290,15884,slow down,3.6
14291,19793,fluff,3.6
14292,16421,initiative,3.6
14293,23899,incapacitate,3.6
14294,27660,faithfully,3.6
14295,16568,in use,3.6
14296,4586,tbh,3.6
14297,26031,idealise,3.6
14298,9535,of late,3.6
14299,10036,crisis,3.6
14300,20413,prairie state,3.6
14301,26737,subordinate word,3.6
14302,6172,adsupported,3.6
14303,3700,communicate,3.6
14304,11614,unrest,3.6
14305,24938,epithelial duct,3.6
14306,21149,theatre of operations,3.6
14307,5713,ethnography,3.6
14308,5292,entrants,3.6
14309,23080,clark gable,3.6
14310,12975,confer,3.6
14311,26901,executioner,3.6
14312,21720,purify,3.6
14313,14498,harmed,3.6
14314,26518,movie theatre,3.6
14315,10493,lens,3.6
14316,2214,fair,3.6
14317,20166,in brief,3.6
14318,6956,everytime,3.6
14319,8248,voltages,3.6
14320,23261,theodolite,3.6
14321,4641,calls,3.6
14322,5619,pics,3.6
14323,11150,establishing,3.6
14324,10413,mattering,3.6
14325,10755,prof,3.6
14326,13663,smelted,3.6
14327,28136,chin up,3.6
14328,3089,discard,3.6
14329,24110,generality,3.6
14330,5195,plaintiff,3.6
14331,5312,holbrook,3.6
14332,8970,rented,3.6
14333,16255,infants,3.6
14334,8249,radios,3.6
14335,25762,histrionics,3.6
14336,26920,formalize,3.6
14337,23202,repelling,3.6
14338,6138,monetization,3.6
14339,8061,more or less,3.6
14340,20734,cowpuncher,3.6
14341,21372,databased,3.6
14342,6507,protester,3.6
14343,13035,softwitted,3.6
14344,24903,abiding,3.6
14345,26345,drag,3.6
14346,19978,kilometers,3.6
14347,1610,clinton,3.6
14348,5837,cashiering,3.6
14349,7450,seal,3.6
14350,27723,uncut,3.6
14351,2426,club,3.6
14352,23344,tinned,3.6
14353,23861,hebrews,3.6
14354,15917,human relationship,3.6
14355,23154,nonpregnant,3.6
14356,5293,exhaustive,3.6
14357,12729,embark on,3.6
14358,17005,knobs,3.6
14359,21257,complex quantity,3.6
14360,4621,sitting,3.6
14361,9502,persisting,3.6
14362,8052,style,3.6
14363,19228,identifiers,3.6
14364,5046,realizing,3.6
14365,4322,midwinter,3.6
14366,5303,probe,3.6
14367,10491,impinging,3.6
14368,19804,pathology,3.6
14369,14403,woods,3.6
14370,24926,space vehicle,3.6
14371,13112,informing,3.6
14372,9222,frigidity,3.6
14373,27897,attentiveness,3.6
14374,26038,assignable,3.6
14375,24417,crested,3.6
14376,25327,largely,3.6
14377,15860,gamey,3.6
14378,4552,glorify,3.6
14379,8932,organisms,3.6
14380,5665,standardization,3.6
14381,26271,pagination,3.6
14382,15210,descriptor,3.6
14383,15636,birdcall,3.6
14384,17744,left hand,3.6
14385,10342,packed,3.6
14386,3786,regulating,3.6
14387,13179,sung dynasty,3.6
14388,16311,manifested,3.6
14389,16725,verbaliser,3.6
14390,9245,mild,3.6
14391,5768,grandstanding,3.6
14392,4811,videos,3.6
14393,18185,chopchop,3.6
14394,19671,the absurd,3.6
14395,23283,aerophilous,3.6
14396,5252,arrest,3.6
14397,24763,whimsy,3.6
14398,4365,businesses,3.6
14399,5247,deputies,3.6
14400,15967,elapse,3.6
14401,1281,listen,3.6
14402,4629,crying,3.6
14403,26488,abjuration,3.6
14404,21076,pliable,3.6
14405,23637,glass over,3.6
14406,5956,الغيرة,3.6
14407,10497,get hold of,3.6
14408,5493,reasonable,3.6
14409,13732,dung,3.6
14410,25928,incompetently,3.6
14411,22351,bore,3.6
14412,26352,recreation,3.6
14413,78,him,3.6
14414,18375,court of justice,3.6
14415,24299,greywhite,3.6
14416,24717,headgear,3.6
14417,11152,test copy,3.6
14418,2908,persistent,3.6
14419,4896,producer,3.6
14420,23176,consult,3.6
14421,5835,indolent,3.6
14422,4826,asylum,3.6
14423,17745,left field,3.6
14424,18549,piffling,3.6
14425,21258,imaginary number,3.6
14426,27416,frenzy,3.6
14427,19359,ungraded,3.6
14428,15852,softened,3.6
14429,10974,nerve,3.6
14430,6322,technological,3.6
14431,22339,bos grunniens,3.6
14432,20025,canary,3.6
14433,8242,lid,3.6
14434,3806,elated,3.6
14435,11831,designating,3.6
14436,5711,summation,3.6
14437,13359,turtles,3.6
14438,10741,immaterial,3.6
14439,23550,spiritualists,3.6
14440,22742,stylus,3.6
14441,15861,spoiled,3.6
14442,26522,nitrate,3.6
14443,13194,atlantic,3.6
14444,18736,expulsion,3.6
14445,27642,perambulator,3.6
14446,15114,wheel spoke,3.6
14447,6133,locationbased,3.6
14448,4687,fightin,3.6
14449,11233,blessed,3.6
14450,7104,empathic,3.6
14451,10232,reassurance,3.6
14452,12826,consonants,3.6
14453,27129,mystification,3.6
14454,22763,darkred,3.6
14455,21297,enriched,3.6
14456,12056,frustrative,3.6
14457,20165,concisely,3.6
14458,15002,cleanhanded,3.6
14459,18790,fri,3.6
14460,4768,add,3.6
14461,2052,plastic,3.6
14462,13108,indiscreetly,3.6
14463,8695,agreeing,3.6
14464,2312,file,3.6
14465,21656,vitamin b,3.6
14466,2932,smaller,3.6
14467,18507,gods,3.6
14468,23131,inanition,3.6
14469,9234,coldblooded,3.6
14470,450,cry,3.6
14471,4412,ensure,3.6
14472,21654,b complex,3.6
14473,8196,slang,3.6
14474,6522,driveby,3.6
14475,22946,constipate,3.6
14476,26062,videlicet,3.6
14477,1076,also,3.6
14478,22737,propaedeutic,3.6
14479,19547,electrons,3.6
14480,24426,candidness,3.6
14481,8062,or so,3.6
14482,27743,lea,3.6
14483,26044,humanlike,3.6
14484,20543,riffs,3.6
14485,11817,cubist,3.6
14486,3705,ostentatiously,3.6
14487,17305,prostitutes,3.6
14488,2955,specified,3.6
14489,5359,knox,3.6
14490,24048,montage,3.6
14491,4164,dropd,3.6
14492,5333,wrongful,3.6
14493,19684,english people,3.6
14494,5207,inquiry,3.6
14495,4814,soundcloud,3.6
14496,25826,foeman,3.6
14497,27160,sane,3.6
14498,8025,leaf,3.6
14499,6054,mystical,3.6
14500,24724,suffocate,3.6
14501,5763,theists,3.6
14502,20914,confabulate,3.6
14503,5006,priced,3.6
14504,18184,apace,3.6
14505,5685,offal,3.6
14506,5560,incapable,3.6
14507,16572,telephones,3.6
14508,167,always,3.6
14509,25761,mental representation,3.6
14510,2749,rises,3.6
14511,5351,jeweller,3.6
14512,13759,uncial,3.6
14513,17397,intelligence operation,3.6
14514,1095,hungry,3.6
14515,27741,grazing land,3.6
14516,21256,b,3.6
14517,13752,saint bridget,3.6
14518,11505,rubber,3.6
14519,6857,sociology,3.6
14520,5203,litigation,3.6
14521,3802,diminished,3.6
14522,19427,pathos,3.6
14523,27012,ahorseback,3.6
14524,15152,confect,3.6
14525,20867,widen,3.6
14526,11741,tear,3.6
14527,22844,remedial,3.6
14528,2817,chemical,3.6
14529,1491,teachers,3.6
14530,8027,capitulum,3.6
14531,18340,rumor,3.6
14532,23030,predictions,3.6
14533,21253,notional,3.6
14534,16285,protecting,3.6
14535,8023,externally,3.6
14536,4341,yearround,3.6
14537,5815,patronizing,3.6
14538,23403,comic strip,3.6
14539,5718,utilitarian,3.6
14540,21566,quills,3.6
14541,369,get,3.6
14542,24719,dipterous,3.6
14543,13104,unimportant,3.6
14544,5640,normie,3.6
14545,26794,entree,3.6
14546,17323,slumber,3.6
14547,11972,decline,3.6
14548,14392,auditory sense,3.6
14549,21155,symbolization,3.6
14550,23084,portend,3.6
14551,6526,officerinvolved,3.6
14552,9581,pregnancy,3.6
14553,222,ever,3.6
14554,6850,econ,3.6
14555,25246,tarnishing,3.6
14556,22205,dew worm,3.6
14557,25803,parish,3.6
14558,14207,scoop,3.6
14559,5830,frumpy,3.6
14560,9251,originality,3.6
14561,13698,tonicity,3.6
14562,21620,temple,3.6
14563,20492,stiletto heel,3.6
14564,4367,pricey,3.6
14565,21624,interweave,3.6
14566,20028,plunder,3.6
14567,20951,sizing,3.6
14568,6148,crowdsourcing,3.6
14569,3853,indirecting,3.6
14570,8210,mercy,3.6
14571,3814,enthralled,3.6
14572,27709,puree,3.6
14573,4070,deffinatly,3.6
14574,11814,ledger,3.6
14575,13941,gossip,3.6
14576,19600,conferring,3.6
14577,26439,wiggler,3.6
14578,12195,overprotect,3.6
14579,16404,migraine,3.6
14580,15859,richly,3.6
14581,22810,antarctic zone,3.6
14582,11895,suggestion,3.6
14583,8293,sports,3.6
14584,4933,havent,3.6
14585,6301,facilitates,3.6
14586,18385,retinue,3.6
14587,12976,consecrate,3.6
14588,4314,postchristmas,3.6
14589,24997,movie maker,3.6
14590,16800,in truth,3.6
14591,10964,lowcut,3.6
14592,21979,notch,3.6
14593,13388,hippo regius,3.6
14594,15416,hitch,3.6
14595,4670,discussing,3.6
14596,6149,customercentric,3.6
14597,25765,sorrowfulness,3.6
14598,23768,resister,3.6
14599,13362,arthropods,3.6
14600,21071,foam,3.6
14601,4942,asks,3.6
14602,8323,formidable,3.6
14603,16431,diplomas,3.6
14604,15876,decompress,3.6
14605,19549,unmanageable,3.6
14606,15819,symbolized,3.6
14607,12730,start up,3.6
14608,23687,recusant,3.6
14609,5224,senators,3.6
14610,25534,chuck out,3.6
14611,21154,symbolisation,3.6
14612,21638,synthesizing,3.6
14613,14627,gild,3.6
14614,16558,batting,3.6
14615,18369,margaret court,3.6
14616,12973,bless,3.6
14617,3974,drunkenly,3.6
14618,12758,sensitiveness,3.6
14619,20403,earthy,3.6
14620,18383,royal court,3.6
14621,26108,naturalistic,3.6
14622,26328,abutting,3.6
14623,27484,farmed,3.6
14624,20106,putting green,3.6
14625,14463,military officer,3.6
14626,3150,quarterback,3.6
14627,23386,impermanency,3.6
14628,206,sure,3.6
14629,10879,popular opinion,3.6
14630,19833,babys,3.6
14631,23173,swimmingly,3.6
14632,23467,libyan islamic group,3.6
14633,13374,hackneyed,3.6
14634,27349,coitus,3.6
14635,5884,antagonists,3.6
14636,6803,remix,3.6
14637,21723,aiding,3.6
14638,2962,erect,3.6
14639,5836,scraggly,3.6
14640,17547,incompatible,3.6
14641,27451,illsorted,3.6
14642,15469,pit,3.6
14643,5871,guitarist,3.6
14644,5642,restaurateur,3.6
14645,14379,whittling,3.6
14646,4602,argueing,3.6
14647,17398,intelligence agency,3.6
14648,14619,genuineness,3.6
14649,27088,abeyance,3.6
14650,20469,legitimatize,3.6
14651,5824,jajajajaajajajajaa,3.6
14652,12627,forenoon,3.6
14653,22444,affirmatory,3.6
14654,16409,coded,3.6
14655,25941,ecology,3.6
14656,27792,redeems,3.6
14657,10160,territories,3.6
14658,15277,actors line,3.6
14659,5914,何でも持ち込み可,3.6
14660,13715,verified,3.6
14661,19275,fall in,3.6
14662,27710,stewed,3.6
14663,8147,sharpener,3.6
14664,2974,drawing,3.6
14665,22475,migrates,3.6
14666,9827,unwillingly,3.6
14667,2714,depart,3.6
14668,22751,contravention,3.6
14669,9221,enthusiasm,3.6
14670,25978,impeachment,3.6
14671,13648,tangled,3.6
14672,19808,statutory,3.6
14673,17235,delirious,3.6
14674,9587,thrusts,3.6
14675,10965,suction,3.6
14676,15179,dewitt clinton,3.6
14677,10975,aggressiveness,3.6
14678,11226,bounteous,3.6
14679,4601,argued,3.6
14680,10371,cognizant,3.6
14681,27265,fuze,3.6
14682,27861,shut out,3.6
14683,12883,lucre,3.6
14684,10347,carried,3.6
14685,16726,verbalizer,3.6
14686,20775,genital organ,3.6
14687,25145,germanite,3.6
14688,24994,renege,3.6
14689,16756,bugs,3.6
14690,4101,socked,3.6
14691,14979,scanning,3.6
14692,25144,argyrodite,3.6
14693,6942,poked,3.6
14694,15029,thieves,3.6
14695,21078,tractile,3.6
14696,23338,antagonism,3.6
14697,15306,unemployment,3.6
14698,10399,principal sum,3.6
14699,27525,touchable,3.6
14700,17241,listener,3.6
14701,4281,fetches,3.6
14702,25614,snugly,3.6
14703,23103,olfactory sensation,3.6
14704,334,came,3.6
14705,18705,dispersed,3.6
14706,11186,mexican valium,3.6
14707,21292,realisation,3.6
14708,26205,finances,3.6
14709,6173,bewildering,3.6
14710,4556,transcendent,3.6
14711,3493,spellbound,3.6
14712,6048,extremist,3.6
14713,19797,choking,3.6
14714,18141,approve,3.6
14715,23537,pencil eraser,3.6
14716,20125,bromus secalinus,3.6
14717,19425,commiseration,3.6
14718,15172,avowed,3.6
14719,9240,insensate,3.6
14720,14774,disconnected,3.6
14721,18702,scatter,3.6
14722,8064,variant,3.6
14723,5725,reactionary,3.6
14724,4825,irs,3.6
14725,3855,incessantly,3.6
14726,5291,participates,3.6
14727,11237,fostering,3.6
14728,21406,run down,3.6
14729,23468,common fig,3.6
14730,2485,ill,3.6
14731,22828,tribes,3.6
14732,24267,dross,3.6
14733,4283,arranges,3.6
14734,15266,goldbrick,3.6
14735,26349,embroil,3.6
14736,28178,cicily isabel fairfield,3.6
14737,14389,listening,3.6
14738,4853,marketing,3.6
14739,28228,confederative,3.6
14740,10669,instrumentality,3.6
14741,11954,orcus,3.6
14742,3033,migration,3.6
